emp_no,birth_date
71151,1954-05-29
71154,1953-09-23
71157,1953-12-19
71167,1952-02-20
71189,1955-04-19
71192,1953-05-09
71194,1955-03-22
71206,1955-07-05
71214,1952-07-27
71219,1954-06-06
71220,1954-08-21
71227,1952-10-10
71235,1952-10-27
71262,1952-02-14
71268,1955-07-12
71280,1952-05-25
71301,1953-09-02
71304,1952-11-10
71306,1952-09-18
71327,1953-07-27
71333,1955-02-07
71340,1954-02-13
71341,1952-03-14
71350,1952-09-22
71357,1955-09-25
71365,1952-04-06
71374,1955-08-01
71383,1952-06-12
71384,1952-06-03
71387,1952-03-04
71391,1953-03-15
71400,1952-05-16
71405,1954-01-19
71411,1952-12-20
71416,1952-08-01
71420,1954-01-12
71431,1955-11-18
71433,1955-09-14
71449,1955-01-18
71453,1953-05-05
71454,1954-07-01
71461,1952-04-26
71463,1952-11-15
71465,1954-03-18
71466,1953-12-16
71478,1954-08-22
71484,1952-07-23
71487,1953-08-28
71490,1952-08-21
71493,1953-06-19
71503,1952-07-05
71505,1953-01-13
71506,1955-02-13
71509,1953-11-03
71515,1952-07-22
71522,1952-04-03
71528,1954-09-18
71535,1953-05-16
71541,1954-10-30
71545,1955-10-22
71547,1952-12-08
71560,1955-07-11
71584,1955-02-13
71588,1953-12-30
71592,1954-04-17
71597,1953-09-28
71598,1952-10-23
71604,1955-03-17
71614,1952-09-01
71627,1955-10-10
71637,1955-02-10
71640,1953-06-21
71652,1952-03-07
71673,1952-12-12
71694,1955-12-19
71698,1955-09-28
71699,1954-06-06
71700,1954-02-04
71705,1955-12-03
71706,1952-08-28
71709,1954-09-10
71717,1953-01-27
71718,1952-08-08
71725,1954-05-04
71727,1952-06-14
71732,1955-11-02
71744,1952-02-27
71758,1955-01-15
71761,1954-05-24
71764,1955-01-22
71766,1954-03-02
71777,1952-07-28
71780,1954-04-11
71782,1954-11-09
71788,1952-12-14
71790,1952-09-16
71793,1955-12-26
71796,1953-10-22
71810,1954-12-02
71812,1953-03-14
71814,1955-08-25
71816,1955-11-26
71817,1952-07-16
71819,1953-07-17
71821,1952-02-06
71827,1955-04-03
71832,1954-10-11
71834,1953-05-30
71836,1955-05-26
71839,1954-04-20
71847,1955-04-01
71853,1955-08-21
71855,1954-01-03
71858,1953-08-20
71864,1954-05-05
71869,1954-07-22
71875,1954-04-19
71879,1955-03-11
71882,1954-05-09
71885,1954-08-11
71888,1953-02-21
71889,1952-07-13
71903,1954-08-28
71904,1954-06-17
71913,1955-04-02
71914,1953-08-24
71915,1955-03-07
71923,1952-06-21
71930,1952-10-20
71959,1952-07-28
71960,1952-03-04
71962,1955-06-18
71963,1952-10-03
71972,1955-12-11
71984,1953-02-05
71985,1955-01-09
71986,1955-03-05
72003,1953-10-13
72006,1952-11-04
72008,1953-06-23
72021,1955-08-08
72028,1954-01-02
72029,1953-10-21
72031,1954-01-13
72041,1954-12-19
72050,1952-10-24
72054,1955-04-14
72056,1953-05-28
72071,1952-11-12
72074,1954-02-08
72075,1955-11-28
72077,1952-03-10
72078,1953-03-23
72084,1955-10-10
72097,1952-06-10
72099,1955-01-05
72106,1955-07-29
72121,1952-08-29
72128,1954-02-23
72132,1952-04-17
72135,1954-12-17
72137,1955-12-26
72142,1955-06-27
72143,1955-08-20
72171,1955-04-16
72173,1952-05-21
72195,1952-12-19
72199,1952-12-07
72211,1953-01-11
72213,1954-09-30
72227,1952-03-31
72259,1953-07-02
72262,1953-06-30
72264,1952-11-23
72269,1952-10-18
72281,1952-09-14
72284,1954-07-30
72290,1954-06-29
72292,1954-12-27
72298,1954-08-07
72308,1955-11-04
72332,1955-12-03
72343,1954-07-17
72371,1952-03-10
72387,1955-10-01
72389,1952-10-18
72393,1953-06-07
72397,1952-10-20
72400,1955-07-02
72412,1955-10-03
72431,1955-06-23
72436,1954-11-07
72445,1954-10-24
72448,1953-01-29
72466,1954-12-31
72469,1953-03-23
72472,1952-10-20
72474,1953-09-23
72478,1953-07-24
72485,1954-03-17
72490,1955-08-15
72491,1955-08-04
72493,1953-11-18
72497,1952-10-16
72502,1953-04-21
72510,1954-04-28
72521,1953-03-13
72522,1955-02-02
72527,1953-01-07
72533,1955-04-10
72540,1954-09-26
72547,1952-10-09
72569,1952-04-28
72571,1953-03-08
72574,1954-10-01
72575,1953-10-11
72586,1953-09-03
72587,1954-12-19
72611,1952-06-02
72613,1954-11-14
72619,1952-10-21
72620,1955-08-21
72621,1955-05-31
72623,1954-05-30
72629,1955-12-04
72651,1954-12-23
72652,1955-03-26
72661,1954-08-19
72663,1952-07-22
72677,1953-01-22
72684,1955-11-02
72693,1952-07-21
72695,1952-06-17
72696,1954-07-19
72714,1955-12-21
72723,1954-06-19
72725,1954-06-02
72727,1953-09-23
72733,1953-11-10
72735,1955-05-18
72741,1953-05-16
72745,1954-08-27
72750,1954-01-21
72760,1953-05-22
72770,1953-03-28
72774,1955-05-18
72779,1954-10-06
72799,1953-12-07
72801,1954-08-10
72826,1955-01-06
72830,1955-09-28
72832,1955-07-13
72836,1954-03-26
72841,1954-09-20
72847,1952-11-14
72861,1955-04-15
72869,1952-06-04
72876,1954-02-03
72877,1953-05-02
72888,1955-10-09
72894,1955-04-26
72897,1952-10-18
72907,1955-08-03
72914,1954-08-16
72919,1955-03-20
72922,1952-12-10
72923,1955-10-16
72927,1952-06-30
72928,1953-01-10
72939,1952-08-28
72943,1954-09-11
72951,1954-12-12
72953,1955-02-12
72959,1954-05-30
72963,1953-10-27
72973,1955-09-13
72977,1954-02-09
72980,1955-07-23
72981,1953-02-03
72982,1955-07-17
72983,1953-01-15
72988,1955-05-23
72995,1952-04-27
72998,1952-10-11
72999,1955-06-06
73003,1953-04-19
73004,1952-05-15
73006,1955-09-24
73016,1952-12-20
73019,1953-03-09
73044,1954-11-19
73072,1955-12-14
73079,1955-11-13
73080,1955-09-21
73081,1954-07-05
73082,1954-12-06
73090,1954-04-19
73092,1955-08-15
73107,1953-11-29
73111,1954-06-17
73121,1952-12-19
73124,1952-06-30
73126,1954-12-26
73134,1955-11-10
73137,1954-04-10
73142,1954-10-12
73143,1955-11-22
73145,1953-12-19
73168,1952-12-28
73172,1953-08-21
73207,1954-01-27
73208,1953-09-02
73212,1953-10-21
73225,1953-11-11
73228,1952-10-15
73230,1955-05-12
73232,1954-10-09
73256,1953-01-12
73257,1954-06-11
73264,1955-06-30
73267,1955-01-13
73274,1952-05-28
73280,1955-01-19
73283,1955-11-26
73300,1954-11-18
73312,1953-01-01
73314,1952-08-07
73320,1953-04-29
73322,1952-12-11
73323,1955-09-26
73336,1954-02-12
73346,1954-09-16
73347,1955-08-14
73350,1954-05-02
73355,1954-03-07
73361,1953-03-06
73364,1953-03-30
73370,1953-05-09
73386,1955-04-09
73389,1954-04-03
73391,1952-03-11
73400,1955-11-07
73413,1955-09-08
73415,1954-07-25
73426,1955-04-15
73430,1953-02-03
73432,1955-06-21
73435,1952-10-05
73439,1954-07-21
73446,1954-12-18
73452,1954-05-25
73454,1955-11-06
73455,1953-06-27
73456,1953-05-29
73460,1954-08-28
73462,1953-09-23
73465,1954-11-27
73466,1952-07-20
73478,1955-12-31
73486,1953-06-05
73490,1952-11-18
73492,1955-04-24
73497,1955-05-21
73499,1954-04-23
73500,1953-09-01
73504,1954-01-24
73512,1952-11-26
73514,1954-02-13
73517,1953-12-15
73523,1955-05-26
73525,1955-03-31
73533,1955-02-03
73544,1952-07-27
73548,1954-06-03
73555,1954-04-28
73569,1952-09-22
73572,1952-07-15
73578,1955-09-08
73586,1953-10-30
73592,1954-05-31
73600,1952-07-28
73601,1954-12-03
73611,1955-01-05
73612,1954-07-29
73613,1955-12-17
73615,1955-05-31
73620,1953-05-16
73622,1955-01-22
73625,1953-01-27
73644,1953-01-21
73655,1953-02-23
73662,1952-05-24
73666,1952-12-03
73673,1955-03-28
73674,1954-09-16
73682,1952-08-31
73685,1952-05-01
73687,1952-04-30
73692,1954-08-29
73703,1954-04-14
73709,1952-09-04
73726,1955-01-17
73733,1955-04-11
73734,1952-08-26
73735,1952-07-31
73739,1954-10-15
73749,1954-07-04
73752,1953-07-04
73758,1952-02-15
73765,1955-12-22
73777,1954-03-13
73781,1953-04-05
73782,1955-08-11
73785,1952-04-06
73791,1954-12-28
73795,1955-02-24
73808,1952-06-18
73812,1952-04-19
73821,1954-07-13
73823,1952-08-10
73826,1954-09-22
73834,1954-06-11
73841,1954-09-09
73842,1954-10-22
73846,1952-11-24
73851,1952-05-11
73855,1954-09-22
73868,1952-07-29
73871,1955-04-24
73875,1955-08-27
73885,1952-03-29
73891,1952-11-21
73909,1952-05-12
73911,1952-03-12
73914,1952-03-09
73923,1952-08-15
73926,1953-11-20
73927,1953-02-24
73928,1954-03-05
73936,1953-09-04
73937,1955-06-27
73943,1955-10-12
73949,1954-09-04
73952,1952-04-20
73958,1955-08-27
73959,1952-02-02
73961,1955-03-28
73964,1954-12-14
73972,1953-06-19
73975,1955-11-11
73977,1952-08-21
73980,1952-04-18
73993,1955-10-11
73996,1952-03-06
74004,1955-06-15
74005,1953-04-04
74006,1955-06-27
74014,1954-02-14
74015,1953-05-31
74027,1953-01-12
74034,1953-09-22
74050,1954-07-02
74056,1952-04-16
74076,1953-04-25
74081,1953-11-16
74094,1953-11-01
74102,1952-04-28
74106,1953-12-17
74110,1953-02-26
74113,1954-03-08
74116,1955-02-09
74117,1955-11-18
74121,1953-02-22
74133,1954-02-12
74135,1953-07-08
74154,1952-02-20
74156,1952-03-09
74165,1955-08-04
74169,1954-08-06
74170,1954-11-26
74171,1952-08-06
74175,1953-06-19
74182,1953-01-05
74187,1953-11-05
74188,1952-11-19
74189,1952-11-06
74199,1952-02-21
74215,1954-02-03
74224,1953-01-11
74230,1955-09-11
74231,1952-07-01
74253,1954-07-20
74259,1955-10-16
74262,1953-04-17
74263,1952-11-04
74271,1953-02-17
74286,1953-07-01
74296,1954-09-09
74312,1953-01-04
74315,1953-12-08
74316,1954-12-15
74323,1952-12-15
74327,1955-10-29
74332,1954-09-29
74339,1952-04-04
74342,1952-10-26
74351,1955-06-29
74353,1955-09-19
74360,1954-04-15
74366,1953-01-06
74381,1953-09-17
74388,1954-08-16
74406,1955-08-12
74408,1953-10-02
74412,1954-04-02
74416,1955-08-02
74417,1952-09-08
74420,1952-11-17
74421,1952-04-20
74433,1955-06-02
74434,1954-12-24
74443,1955-04-12
74447,1954-08-11
74452,1954-04-05
74458,1955-10-01
74459,1955-12-26
74480,1952-12-05
74483,1953-05-14
74484,1955-10-23
74489,1954-10-10
74492,1955-06-05
74502,1954-10-30
74503,1955-10-20
74504,1952-08-10
74506,1952-03-30
74523,1954-05-14
74530,1952-09-24
74532,1955-10-13
74537,1954-12-20
74538,1955-10-28
74542,1954-05-12
74559,1953-01-06
74565,1953-05-07
74601,1954-08-09
74605,1953-01-21
74609,1955-02-03
74627,1954-01-21
74642,1952-04-26
74663,1955-12-01
74672,1952-10-13
74678,1954-07-01
74683,1955-11-21
74689,1952-11-12
74691,1954-01-19
74699,1955-01-18
74712,1955-02-23
74715,1952-06-02
74716,1953-04-18
74724,1953-07-27
74728,1952-03-08
74731,1954-08-16
74733,1953-10-06
74742,1954-04-06
74753,1952-03-09
74762,1954-05-25
74779,1952-05-08
74792,1954-11-01
74815,1955-06-14
74837,1953-12-20
74839,1953-10-24
74840,1954-09-30
74859,1955-09-29
74860,1955-04-28
74873,1955-01-22
74878,1955-08-02
74880,1953-10-20
74883,1953-05-18
74892,1953-03-27
74897,1953-02-04
74907,1953-10-09
74912,1952-12-13
74915,1955-12-30
74923,1953-02-12
74935,1952-12-23
74938,1955-10-23
74944,1955-03-10
74946,1955-06-22
74959,1955-02-14
74961,1952-04-06
74966,1953-10-15
74980,1953-12-22
74985,1954-03-08
75007,1953-10-20
75008,1953-07-23
75010,1955-06-25
75011,1954-02-25
75018,1952-02-18
75020,1953-11-21
75036,1955-12-01
75038,1953-07-04
75042,1954-12-01
75044,1953-02-15
75055,1952-07-05
75063,1955-09-30
75066,1955-09-14
75080,1953-01-07
75084,1955-04-08
75111,1955-03-10
75114,1952-09-28
75122,1952-09-25
75126,1953-11-14
75142,1955-05-22
75151,1955-03-10
75153,1954-11-18
75166,1955-12-18
75172,1953-05-07
75173,1954-12-17
75181,1955-06-08
75183,1955-02-26
75186,1952-08-18
75196,1953-04-27
75221,1954-09-29
75226,1953-03-08
75228,1955-03-22
75238,1952-06-03
75241,1952-11-19
75248,1953-10-12
75253,1952-09-30
75259,1953-04-23
75260,1954-02-14
75264,1954-04-30
75276,1952-06-07
75277,1953-05-08
75285,1952-07-18
75290,1953-05-03
75292,1955-10-12
75298,1954-02-15
75309,1955-04-27
75310,1952-06-19
75324,1953-10-14
75339,1954-06-13
75347,1954-09-17
75361,1954-09-06
75375,1953-03-10
75377,1953-05-31
75378,1953-06-20
75385,1955-11-11
75387,1953-01-17
75388,1953-01-24
75389,1954-12-29
75390,1954-05-20
75395,1955-01-01
75397,1954-05-11
75417,1954-05-05
75429,1953-10-10
75446,1955-10-30
75471,1953-02-28
75473,1955-07-13
75476,1952-06-01
75493,1953-12-15
75504,1954-10-27
75505,1955-05-05
75506,1954-07-21
75515,1953-09-18
75517,1955-10-08
75526,1955-04-12
75529,1954-07-31
75530,1953-12-12
75533,1954-08-11
75546,1954-05-24
75549,1954-12-18
75551,1954-02-25
75561,1954-10-31
75562,1954-02-05
75568,1952-12-30
75574,1954-09-15
75584,1953-07-31
75586,1955-12-11
75588,1953-07-23
75589,1955-10-29
75592,1954-12-24
75617,1953-10-27
75629,1953-05-23
75648,1952-11-26
75654,1952-06-07
75655,1953-12-29
75659,1953-04-09
75661,1952-08-11
75666,1955-12-11
75673,1952-06-15
75679,1953-08-25
75683,1955-08-14
75695,1955-04-09
75698,1952-10-17
75704,1955-06-16
75717,1952-02-20
75722,1954-02-23
75725,1955-04-22
75739,1954-11-01
75741,1955-05-22
75778,1955-01-16
75782,1955-04-06
75785,1952-02-25
75787,1952-10-21
75796,1955-12-03
75797,1953-12-19
75799,1954-03-07
75813,1955-12-26
75818,1952-09-25
75820,1952-06-17
75821,1954-12-04
75822,1952-05-06
75830,1953-01-27
75838,1953-07-21
75840,1953-03-06
75846,1954-09-11
75848,1953-09-13
75850,1952-02-08
75854,1954-06-19
75860,1952-10-23
75866,1954-06-21
75885,1955-12-06
75891,1954-10-28
75899,1953-01-13
75900,1952-02-20
75911,1953-02-22
75920,1952-02-28
75923,1953-10-14
75926,1953-11-07
75927,1952-10-01
75930,1952-04-02
75940,1952-11-21
75944,1952-07-16
75969,1954-12-17
75970,1953-07-14
75979,1953-11-01
75983,1953-11-24
75989,1952-07-04
75990,1955-09-05
75994,1953-02-14
75996,1952-12-08
76006,1953-11-25
76009,1955-02-28
76012,1952-07-10
76021,1952-09-24
76022,1952-06-15
76030,1953-01-30
76036,1954-02-16
76043,1954-02-11
76044,1954-04-17
76051,1954-08-19
76064,1952-02-15
76083,1952-10-13
76085,1955-10-13
76092,1955-08-20
76104,1955-05-25
76112,1952-03-31
76114,1955-02-28
76117,1953-04-13
76119,1953-11-02
76123,1955-12-18
76128,1953-03-13
76139,1954-07-23
76142,1954-04-02
76143,1955-07-22
76151,1954-07-24
76158,1952-04-14
76171,1953-09-20
76172,1955-01-21
76177,1954-04-17
76195,1955-11-23
76198,1953-08-11
76202,1953-01-21
76213,1953-03-17
76216,1955-10-19
76217,1952-04-09
76225,1955-04-15
76226,1953-03-23
76232,1952-04-23
76234,1955-11-21
76237,1955-12-17
76238,1953-06-22
76250,1955-09-23
76252,1953-06-30
76254,1955-06-15
76260,1954-09-05
76267,1955-05-13
76268,1955-12-11
76275,1955-03-21
76278,1954-02-12
76289,1954-01-03
76293,1952-11-20
76316,1953-09-18
76320,1952-11-01
76330,1955-09-05
76331,1953-11-26
76339,1954-07-11
76346,1952-03-27
76350,1954-08-16
76355,1955-03-01
76358,1955-09-19
76363,1953-08-10
76368,1953-11-28
76373,1953-02-03
76376,1955-09-30
76385,1952-04-22
76387,1954-01-14
76388,1954-03-14
76391,1953-10-06
76393,1955-05-04
76398,1955-02-07
76402,1954-05-28
76407,1953-10-12
76408,1953-03-02
76431,1955-12-13
76435,1953-11-03
76436,1953-10-12
76443,1954-06-15
76448,1954-07-14
76455,1955-06-19
76465,1955-08-20
76467,1955-11-05
76475,1952-10-09
76476,1953-10-02
76488,1954-06-09
76489,1955-03-06
76495,1952-09-30
76498,1954-10-01
76504,1955-07-13
76516,1954-04-18
76531,1952-12-12
76536,1954-01-14
76539,1954-10-07
76542,1954-04-10
76545,1954-06-11
76549,1952-10-20
76561,1954-11-05
76562,1952-08-18
76563,1953-11-23
76565,1955-06-13
76566,1953-02-21
76580,1952-07-12
76587,1955-12-19
76591,1952-06-03
76605,1953-08-16
76607,1952-11-08
76629,1953-01-31
76632,1954-06-27
76634,1954-01-08
76636,1955-09-23
76648,1952-10-11
76654,1955-04-07
76664,1954-11-17
76672,1953-10-08
76673,1952-05-25
76674,1953-11-08
76675,1953-08-20
76679,1952-03-19
76680,1953-11-20
76690,1953-11-16
76692,1953-04-07
76696,1954-03-01
76704,1953-08-02
76705,1952-03-16
76717,1954-10-23
76719,1954-11-22
76721,1953-04-29
76730,1954-06-03
76743,1953-05-21
76750,1954-12-25
76751,1952-10-02
76757,1954-08-15
76760,1954-11-17
76763,1954-07-15
76773,1954-12-03
76774,1952-03-28
76775,1952-06-24
76779,1954-06-28
76795,1953-02-01
76801,1953-08-20
76802,1952-03-26
76808,1953-03-15
76809,1953-11-14
76823,1955-11-07
76825,1955-12-13
76827,1955-06-29
76829,1953-03-28
76831,1952-04-13
76833,1955-10-06
76838,1954-12-25
76839,1954-10-25
76842,1955-04-09
76849,1954-12-12
76853,1953-06-07
76858,1955-08-07
76879,1953-08-07
76882,1952-12-27
76884,1952-05-21
76885,1954-10-12
76886,1953-03-09
76889,1952-05-08
76894,1953-08-23
76895,1954-01-21
76909,1952-12-06
76912,1953-09-28
76916,1954-11-18
76923,1954-11-16
76924,1953-07-05
76937,1952-11-11
76948,1954-08-19
76957,1952-02-22
76958,1953-09-25
76960,1955-12-26
76970,1952-11-10
76985,1954-06-29
76986,1954-12-06
76998,1954-09-09
77024,1952-10-22
77039,1955-05-23
77040,1952-07-24
77043,1954-12-12
77044,1952-10-12
77053,1954-03-01
77055,1955-07-16
77060,1954-11-01
77067,1954-09-18
77075,1952-02-09
77078,1953-02-04
77102,1953-10-08
77106,1952-03-08
77107,1954-04-01
77116,1952-07-09
77118,1955-09-21
77125,1953-01-06
77129,1953-04-07
77133,1952-05-03
77137,1954-02-16
77139,1953-04-24
77141,1955-01-05
77159,1955-02-08
77168,1953-07-25
77177,1952-08-04
77179,1955-09-19
77186,1955-06-09
77193,1955-05-12
77196,1952-04-29
77201,1952-05-12
77203,1954-02-24
77208,1955-12-07
77212,1954-08-14
77214,1955-07-28
77218,1952-05-22
77231,1954-08-02
77232,1955-05-28
77234,1952-03-02
77235,1954-09-23
77238,1952-10-10
77239,1955-06-03
77241,1955-01-16
77263,1952-03-05
77272,1953-09-22
77290,1955-12-26
77292,1952-06-20
77295,1955-07-18
77297,1955-10-17
77299,1952-11-22
77304,1952-03-23
77314,1952-11-07
77316,1953-08-26
77319,1954-01-22
77325,1952-08-21
77334,1954-12-24
77340,1954-06-27
77343,1954-09-24
77345,1953-04-03
77346,1953-02-01
77351,1955-01-27
77353,1955-03-29
77363,1953-10-23
77366,1953-06-01
77372,1952-10-20
77373,1954-04-05
77374,1953-10-24
77375,1955-07-19
77385,1954-11-23
77391,1952-07-31
77394,1952-11-24
77396,1954-10-04
77416,1953-12-20
77420,1952-05-17
77426,1953-12-25
77441,1954-05-05
77454,1955-09-06
77456,1954-12-30
77458,1952-12-05
77469,1952-05-22
77481,1952-10-08
77501,1954-05-21
77518,1952-07-30
77519,1955-09-23
77524,1954-11-29
77538,1953-10-02
77541,1954-10-26
77543,1954-11-04
77551,1955-09-07
77557,1955-02-11
77558,1953-05-07
77560,1954-04-01
77567,1955-12-15
77570,1955-04-20
77574,1953-03-15
77575,1953-12-25
77583,1952-10-27
77597,1955-07-20
77599,1953-07-18
77618,1952-03-22
77623,1952-08-30
77642,1953-05-11
77643,1954-04-11
77644,1954-01-28
77652,1952-06-28
77678,1953-09-22
77691,1954-04-17
77694,1955-08-16
77706,1953-06-24
77712,1954-02-06
77720,1953-05-13
77722,1955-03-18
77728,1955-02-05
77739,1955-08-10
77743,1955-05-28
77763,1953-07-03
77764,1952-10-22
77768,1953-09-10
77781,1952-02-22
77790,1953-08-06
77791,1955-01-22
77803,1952-09-01
77804,1955-04-09
77806,1954-12-28
77808,1954-10-12
77827,1953-05-28
77829,1954-10-01
77836,1953-02-24
77838,1954-06-04
77847,1954-03-20
77850,1952-08-06
77852,1955-03-20
77856,1952-02-23
77879,1955-12-06
77884,1955-06-26
77893,1955-01-14
77906,1953-01-26
77908,1953-02-02
77911,1953-03-10
77916,1953-06-01
77923,1953-11-30
77926,1954-01-15
77927,1955-12-25
77935,1955-11-10
77936,1954-03-19
77948,1954-10-29
77975,1953-04-29
77979,1955-05-23
77980,1953-01-30
77986,1953-06-13
77988,1952-06-25
78014,1955-07-14
78021,1955-10-09
78025,1954-06-25
78031,1953-12-11
78038,1955-10-04
78039,1952-04-28
78041,1952-07-17
78043,1955-07-05
78048,1953-05-13
78054,1953-04-23
78056,1955-09-15
78066,1953-01-30
78073,1952-04-16
78095,1952-11-19
78104,1953-11-10
78105,1952-09-25
78111,1953-12-20
78130,1955-07-14
78133,1952-07-07
78136,1952-10-12
78144,1955-02-21
78152,1954-05-30
78153,1953-12-18
78154,1952-11-21
78158,1955-04-29
78159,1953-05-28
78160,1953-10-14
78161,1955-06-20
78163,1952-11-29
78168,1953-05-23
78180,1954-05-11
78181,1952-06-23
78185,1954-05-01
78186,1954-03-21
78194,1952-10-14
78197,1954-07-12
78200,1954-05-17
78210,1952-04-02
78247,1954-01-15
78259,1952-09-22
78260,1955-03-30
78266,1955-01-17
78268,1953-11-25
78286,1952-11-06
78310,1954-03-05
78312,1954-12-24
78321,1953-03-07
78327,1952-10-11
78331,1955-05-12
78332,1953-11-20
78337,1955-04-19
78344,1954-09-08
78347,1954-08-21
78348,1952-10-19
78350,1954-06-24
78383,1952-05-30
78385,1955-01-06
78391,1952-03-23
78397,1953-06-23
78403,1955-10-03
78413,1954-03-28
78427,1954-11-04
78438,1955-01-31
78441,1952-09-03
78443,1954-07-01
78447,1955-11-16
78449,1953-04-12
78458,1953-09-26
78460,1953-01-06
78463,1953-09-03
78465,1953-11-07
78467,1954-11-24
78468,1953-01-28
78475,1955-10-20
78485,1954-10-22
78486,1955-04-12
78488,1954-12-26
78490,1954-06-04
78510,1953-03-28
78515,1952-04-06
78519,1955-12-18
78524,1954-05-08
78542,1953-05-17
78545,1953-04-04
78548,1955-02-14
78551,1954-07-20
78555,1954-08-20
78558,1955-05-01
78570,1953-06-21
78571,1954-02-27
78572,1952-03-23
78576,1955-04-11
78580,1952-02-25
78583,1953-10-30
78586,1953-08-16
78596,1955-01-11
78597,1953-12-21
78603,1954-05-22
78618,1954-08-29
78629,1953-02-15
78632,1954-04-19
78634,1953-01-05
78641,1953-08-19
78649,1955-04-26
78652,1954-06-21
78654,1955-12-01
78667,1954-10-05
78669,1952-06-17
78670,1955-11-03
78677,1953-04-13
78687,1955-12-23
78690,1955-06-27
78691,1955-09-19
78694,1955-08-16
78696,1955-02-18
78697,1954-01-24
78703,1953-03-29
78710,1954-01-12
78715,1953-02-20
78738,1953-04-01
78744,1955-05-29
78746,1952-11-23
78775,1955-09-11
78776,1955-02-01
78777,1955-02-08
78784,1955-06-30
78785,1955-01-08
78793,1953-09-09
78800,1953-03-15
78814,1955-04-08
78819,1955-07-28
78820,1952-03-09
78832,1953-08-20
78837,1954-09-02
78839,1952-09-23
78841,1954-08-12
78849,1953-10-21
78856,1952-09-19
78857,1952-08-18
78863,1952-10-02
78864,1953-09-20
78866,1955-10-02
78870,1953-04-19
78879,1954-10-07
78880,1953-08-17
78887,1952-09-16
78908,1953-11-04
78916,1955-11-14
78938,1955-03-30
78960,1952-11-09
78969,1952-08-26
78979,1952-04-18
78982,1955-07-20
78986,1953-05-01
78990,1955-08-11
78996,1953-10-01
79001,1954-01-24
79002,1952-03-12
79016,1954-04-01
79026,1952-02-02
79037,1955-12-21
79046,1954-02-08
79051,1954-09-01
79058,1955-06-14
79059,1953-07-31
79063,1954-02-03
79064,1955-08-23
79072,1953-11-08
79082,1952-08-17
79091,1954-02-13
79119,1955-08-23
79124,1952-07-13
79149,1954-10-26
79154,1952-08-05
79163,1955-10-01
79165,1954-06-27
79170,1955-07-29
79178,1952-08-21
79182,1954-08-11
79187,1952-09-15
79204,1953-08-16
79209,1953-07-12
